question_id,question_title,question_description,tags,score,answer_id,accepted_answer
75389612,Capture one suffix containing known substring when multiple matching prefixes (without known substring) found,"Given an input of multiple string, some containing the prefix is:, I need to capture one instance of the substring &quot;Foo&quot; or &quot;Bar&quot; following the is: prefix regardless of how many times is:Foo/is:Bar or is:Baz/is:Xyzzy appear.
Using the following regex: .*is:\b([Foo|Bar]*)\b.*
And using the following examples of test input lines with matches:
&quot;is:Baz is:Foo FooBar&quot;          # Captures &quot;Foo&quot;
&quot;is:Foo FooBar is:Bar&quot;          # Captures &quot;Bar&quot;
&quot;is:Bar FooBar FooBaz Baz&quot;      # Captures &quot;Bar&quot;
&quot;FooBar is:Bar FooBaz&quot;          # Captures &quot;Bar&quot;
&quot;FooBar is:Xyzzy is:Foo&quot;        # Captures &quot;Foo
&quot;is:Baz FooBar is:Foo&quot;          # Captures &quot;Foo&quot;
&quot;FooBar is:Foo is:Xyzzy&quot;        # No capture

In the final line I want to also capture is:Foo, but the capture is thrown off by is:Xyzzy. This isn't an exhaustive list of possible test cases but it illustrates to problem I'm coming up against.
","regex, regex-group, re2, text-capture",1,75396871,"You can write the pattern using a grouping without the [ and ] that denotes a character class.
You don't need a word boundary here :\b as it is implicit due to the following alternation of (Foo|Bar)
You can append a word boundary before \bis
.*\bis:(Foo|Bar)\b.*

See a regex101 demo.
"
75802587,BeforeResolve/AfterResolve in Spring4D,"This is my second attempt to explain what I am trying to accomplish as I did not explain it very well before.
for this Pseudo example if you have the classes to resolve setup as below;
TOuter.constructor.Create(Name: TName; Inner1, Inner2: TInner);
TInner.constructor.Create(Name: TName; Sub: TSub);
TSub.constructor.Create(Name: TName);
TName.constructor.Create(Name: String);
var Names = TStack&lt;String&gt;.Create;

If it is possible to intercept before and after resolve it would be possible to implement a parent, ancestor or, 'i am being constructed for ...'.
for example
RegisterType&lt;TName&gt;(
  function: TName
    begin
      Result:=TName.Create(String.Join('.',Names.List.ToArray));
    end
);

RegisterType&lt;TOuter&gt;;
RegisterType&lt;TInner&gt;;
RegisterType&lt;TSub&gt;;

Resolver.BeforeResolve:=
    procedure(ClassType: TClass)
    begin
      Names.Push(ClassType.ClassName);
    end;

Resolver.AfterResolve:=
    procedure(ClassType: TClass)
    begin
      Names.Pop;
    end;

Resolve&lt;TOuter&gt; would produce

TOuter
    Name = 'Outer'
    Inner1 = 
        Name = 'Outer.Inner'
        Sub
            Name = 'Outer.Inner.Sub'
    Inner2
      Name = 'Outer.Inner'
        Sub 
          Name = 'Outer.Inner.Sub'
            

I did think it might be possible by sub classing the component activator and looking for if classname=TName or if arguments.contains(TName) then ...
For this example I have omitted making the Names stack handle multiple threads and in reality I am not using names but rather having a stack of interfaces each knowing who their 'parent' is but this demonstrates what I am trying to implement.
","delphi, spring4d",0,75804075,"Instance creation is ultimately done within the component activator.
If you create a decorator for that you can solve your requirement.
I will just write down the code - you can package this into a container extension that does all the stuff automatically (look into the Spring.Container.*Extension units).
For brevity, I will leave out all standard creation and cleanup code and any code to make this thread-safe.
type
  TComponentActivatorDecorator = class(TInterfacedObject, IComponentActivator)
  private
    fActivator: IComponentActivator;
  public
    constructor Create(const activator: IComponentActivator);
    function CreateInstance(const context: ICreationContext): TValue;
  end;

type
  TComponentActivatorBaseAccess = class(
    Spring.Container.ComponentActivator.TComponentActivatorBase)
  end;

function TComponentActivatorDecorator.CreateInstance(
  const context: ICreationContext): TValue;
var
  name: string;
begin
  // yes, this is a bit ugly because the information about the handled type 
  // is not passed to the method but a protected state of the activator
  // actually this should (and actually is but only internally) be part of
  // the ICreationContext - this might change in the future
  name := TComponentActivatorBaseAccess(TObject(fActivator)).Model.ComponentType.Name;
  Names.Push(name);
  try
    Result := fActivator.CreateInstance(context);
  finally
    Names.Pop
  end;
end;

After the call to Build you run this code:
  for Model in GlobalContainer.Registry.FindAll() do
  begin
    if Model.ComponentActivator is TReflectionComponentActivator then
      Model.ComponentActivator := TComponentActivatorDecorator.Create(Model.ComponentActivator);
  end;

Now every activator that does the object creation via reflection (so not the ones doing by a delegate) is being decorated and executes the extra push/pop logic and you access that in your TName delegate.
I declared TName as follows:
type
  TName = type string;

and its registration:
GlobalContainer.RegisterType&lt;TName&gt;(
  function: TName
  begin
    Result := string.Join('.',Names.ToArray);
  end);

Here is how a resolved TOuter instance looks now:

"
75258460,Where to install DataTables in slim4 by Daniel Opitz,"I purchased the eBooks by Daniel Opitz. I am on page 226 of the books because I want to implement data tables in my project. In the books it reads.
DataTables Setup
DataTables.net is a very flexible table plug-in for jQuery.
You have to setup jQuery for Webpack first.
To install the DataTables Core library, run:
npm install datatables.net
npm install datatables.net-dt
To install the DataTables Bootstrap 5 styles, run:
npm install datatables.net-bs5
npm install datatables.net-responsive-bs5
npm install datatables.net-select-bs5
Add a new webpack entry in webpack.config.js:

In my naivete, I can't figure out on my own where I should be running the npm install. I was hoping this would be the fastest route to get help.
I have enjoyed learning the skeleton that he published. Most things have been straight forward and not to hard to figure out. This one has me stumped.
I did some more searching looking for the package.json location.
https://odan.github.io/slim4-skeleton/frontend.html
https://odan.github.io/slim4-skeleton/directory-structure.html
I looked over the directory structure and still not obvious to me where the npm should be executed.
","javascript, php, npm, slim-4",0,75259174,"Most package managers work by using a configuration file found in the root directory for the tooling you're trying to use. Generally, the assumption is these go in the root of the project. For instance:
/composer.json         # PHP's Composer
/package.json          # Javascript's NPM
/requirements.txt      # Python's PIP

These are typically created by the package manager:
composer init
npm init
pip freeze &gt; requirements.txt

Here are a some articles that can help explain this process:

https://getcomposer.org/doc/01-basic-usage.md
https://docs.npmjs.com/creating-a-package-json-file
https://learnpython.com/blog/python-requirements-file/

I'll also note many package managers will use a lock file, which records what was the last resolved and installed packages. The files above, in other words, depict what should be, while the lock file depicts what was (last) installed.
Your lock file should be handled with care and committed to the your project's repo. When you remove it, you are telling that package manager to recalculate the installed packages list and you may have subtly different versions (leading to potential bugs).
/composer.lock
/package-lock.json

"
75323021,how to split string in Snowflake by single backslash,"have a problem I can't solve directly using Snowflake docs:
I have a strings like 'abc\def'
need to split it to 'abc', 'def'
tried:
split_to_table('abc\def', '\\') - error
strtok_to_array('abc\def', '\\') ==&gt; [
&quot;abcdef&quot;
]
also, I've tried to replace it to better delimiter prior the split
replace('abc\cde','\\','_another_symbol_'); ==&gt; abccde
REGEXP_REPLACE('abc\cde','$$\$$','_another_symbol_') ==&gt; abccde_another_symbol
but it doesn't work
any idea how to solve that?
","replace, split, snowflake-cloud-data-platform, backslash",0,75325323,"If you just use SPLIT it will split the values into an array which you can then process however you want e.g.
with dataset as (
     select $1 as col1 from
     (values
     ('abc\\def'),
     ('ghi\\jkl'))
 )
 select col1, split(col1,'\\')
 from dataset





COL1
SPLIT(COL1,'\')




abc\def
[   &quot;abc&quot;,   &quot;def&quot; ]


ghi\jkl
[   &quot;ghi&quot;,   &quot;jkl&quot; ]



"
75617550,Split on newline-delimited textarea.value returns array of line indices,"I have a JSON data set that's being deserialized and written into a textarea input in the form:
{
&quot;key1&quot;: &quot;&quot;,
&quot;key2&quot;: &quot;0&quot;,
&quot;key3&quot;: &quot;&quot;,
&quot;key4&quot;: &quot;0&quot;
}

Using the following for loop:
for (var key in jsonObj.myData) {
    textarea.value += key + &quot;: &quot; + jsonObj.myData[key] + &quot;\n&quot;;
}

The text appears correctly in the textarea after this operation. Later, I serialize this data using the following for loop:
console.log(textarea.value); // Shows text with line breaks as expected
for (var line in textarea.value.split(&quot;\n&quot;)) {
    console.log(line); // Shows only incrementing number
    var keyval = line.split(&quot;: &quot;);
    json += &quot;\&quot;&quot; + keyval[0] + &quot;\&quot;: \&quot;&quot; + (keyval[1] || &quot;&quot;) + &quot;\&quot;,&quot;;
}

This results in serialized data which looks like this:
{
&quot;0&quot;: &quot;&quot;,
&quot;1&quot;: &quot;&quot;,
&quot;2&quot;: &quot;&quot;,
&quot;3&quot;: &quot;&quot;
}

I would expect that splitting on &quot;\n&quot; would return an array of &quot;key: value&quot; strings as they were entered into the textarea, not (I assume) the index of the line. What am I doing wrong?
","javascript, html, json, string, split",0,75617711,"for-in loop is iterating over the keys of the array, which are indices, returned by textarea.value.split(&quot;\n&quot;), not over the elements themselves.
var lines = textarea.value.split(&quot;\n&quot;);
for (var i = 0; i &lt; lines.length; i++) {
  // expected &quot;key: value&quot; string
  console.log(lines[i]);
  ...
}

"
75150846,Mono not emitting items when using zipWhen operator (Java/Spring/Reactor),"I have the following methods:
Mono&lt;User&gt; doSomething1(String username) {
    return userService
                .getUser(username)
                .doOnError(error -&gt; LOG.error(error.getMessage(), error));
  }

Mono&lt;User&gt; doSomething2(String username) {
    return userService
                .getUser(username)
                .zipWhen(this::processUser)
                .map(Tuple2::getT1)
                .doOnError(error -&gt; LOG.error(error.getMessage(), error));
  }

Mono&lt;Void&gt; processUser(User user){
  return Mono.empty();
}

When I call doSomething1(&quot;test_user&quot;) I get a Mono with the expected user.
However when I call doSomething2(&quot;test_user&quot;) the Mono simply completes without emitting any User item. Any idea why this is?
","java, reactive-programming, spring-webflux, project-reactor",0,75152124,"It happens because processUser returns Mono&lt;Void&gt; and technically there is nothing to zip with
Here is a description of the zipWhen

Wait for the result from this mono, use it to create a second mono via the provided rightGenerator function and combine both results into a Tuple2.

In your case rightGenerator returns Mono.empty() and it completes the flow.
Using zipWhen here is a little strange until you want to mutate User in processUser. I would rather use flatMap that is more natural here
 return userService
          .getUser(username)
          .flatMap(user -&gt; 
                 processUser(user)
                    .thenReturn(user)
          )

"
74934470,R coalesce two columns but keep both values if not NA,"I have a dataframe with two columns of related data. I want to create a third column that combines them, but there are lots of NAs in one or both columns. If both columns have a non-NA value, I want the new third column to paste both values. If either of the first two columns has an NA, I want the third column to contain just the non-NA value. An example with a toy data frame is below:
x &lt;- c(&quot;a&quot;, NA, &quot;c&quot;, &quot;d&quot;)
y &lt;- c(&quot;l&quot;, &quot;m&quot;, NA, &quot;o&quot;)
df &lt;- data.frame(x, y)

# this is the new column I want to produce from columns x and y above
df$z &lt;- c(&quot;al&quot;, &quot;m&quot;, &quot;c&quot;, &quot;do&quot;)


I thought coalesce would solve my problem, but I can't find a way to keep both values if there is a value in both columns. Thanks in advance for any assistance.
","r, coalesce",1,74934654,"Another possible solution:
library(dplyr)
df %&gt;% 
  mutate(z = ifelse(is.na(x) | is.na(y), coalesce(x,y), paste0(x,y)))

"
75579392,Error while installing Apache AGE using make install,"I was installing Apache AGE using this guide https://age.apache.org/age-manual/master/intro/setup.html and have used sudo apt install postgresql-12 to install postgresql, but doing make install in the age git directory is fetching me the following error:
gcc -Wall -Wmissing-prototypes -Wpointer-arith -Wdeclaration-after-statement -Wendif-labels -Wmissing-format-attribute -Wformat-security -fno-strict-aliasing -fwrapv -fexcess-precision=standard -Wno-format-truncation -Wno-stringop-truncation -g -ggdb -Og -fno-omit-frame-pointer -fPIC -I.//src/include -I.//src/include/parser -I. -I./ -I/usr/include/postgresql/server -I/usr/include/postgresql/internal  -D_GNU_SOURCE   -c -o src/backend/catalog/ag_graph.o src/backend/catalog/ag_graph.c
src/backend/catalog/ag_graph.c: In function ‘insert_graph’:
src/backend/catalog/ag_graph.c:67:15: error: void value not ignored as it ought to be
   67 |     graph_oid = CatalogTupleInsert(ag_graph, tuple);
      |               ^
make: *** [&lt;builtin&gt;: src/backend/catalog/ag_graph.o] Error 1

My pg_config path is usr/include/postgresql/pg_config.h and earlier I was having the following error:
de/postgresql/internal  -D_GNU_SOURCE   -c -o src/backend/age.o src/backend/age.c
src/backend/age.c:20:10: fatal error: postgres.h: No such file or directory
   20 | #include &quot;postgres.h&quot;
      |          ^~~~~~~~~~~~
compilation terminated.
make: *** [&lt;builtin&gt;: src/backend/age.o] Error 1

which I corrected by changing the path of server from usr/include/postgresql/12/server/ to usr/include/postgresql/server as pg_config has that path as described by this How to fix &#39;postgres.h&#39; file not found problem?.
I think that maybe my postgresql is not compatible with age as the CatalogTupleInsert is defined in postgres so maybe that is returning void instead of graph_oid. I have tried source code installation and it is working but I was not able to figure out why this error was there.
I am using WSL2 with Ubuntu 20.04.2 LTS and the postgresql version was 12.13
",apache-age,1,75580457,"I guess you're trying to install AGE from source code? If so, the master branch of AGE is compatible only with PostgreSQL version 12, you may need to change the branch before the make command.
Do this in the folder you wish to install Apache AGE:
git clone https://github.com/apache/age.git
git checkout AGE_PG12.1.0_ALPHA
make &amp;&amp; make install
make installcheck

It will create a folder named &quot;age&quot; with the source code compatible with PG12, compile and run the tests.
"
75155658,"In angular slickgrid, the records with special characters ""<"" , ""="" are not getting filtered","Im using Angular Slickgrid to display the data and to filter the data ,in that I have noticed that the column filters are not filtering the records with special characters like &quot;&lt;&quot;,&quot;=&quot;.
Current Behavior:
Column filters are not filtering the records with special characters like &quot;&lt;&quot;,&quot;=&quot;.
(demo for not filtering records.)
Expected Behavior:
Column filter needs to filter the records with special characters like (&quot;&lt;&quot;,&quot;=&quot;).
Software Version

Angular : 13.3.9
Angular-Slickgrid : 4.3.1
TypeScript : 4.6.4
Operating System : Windows 10
Node : 14.18.3
NPM : 6.14.8

","angular, typescript, angular-slickgrid",0,75160978,"It's by design, they are reserved characters in Angular-Slickgrid Filters and they are interpreted and turned into Filter Operators, from a Regular Expression, when input as the first 1-2 characters. Even if you use the Compound Filters, they will still be interpreted as Operators and will never be part of the search itself (apart from being an Operator). The characters that are being interpreted when being the first 1-2 chars are: &lt;, &gt;, =, * (endsWith) and also note that the * symbol will also be interpreted when input as the last character (startsWith).
I could maybe add an option in the future to disable this interpretation (perhaps on the Compound Filters) but at this point it's always ON and will never part of the search itself (unless it's in the middle of the search when it's more than 2 characters, basically if you search for =  = then it might work)
EDIT
A new option autoParseInputFilterOperator was added in this PR to support a way to disable the parsing. This new flag is now available starting with Angular-Slickgrid version v5.3.0 and Slickgrid-Universal v2.3.0
"
75312392,Prevent VS Code IntelliSense inserting ={} after function name,"Since the last Visual Studio Code update, I've got problems with IntelliSense autocompletion. Generally if I want to set a function as a prop (it's the most common use case of this problem) then instead of inserting just function name VS Code is adding ={} brackets. So how to get rid of this:
const func = () =&gt; {}
...
&lt;button
   onClick={func={}}
 /&gt;

and get something like this:
const func = () =&gt; {}
...
&lt;button
   onClick={func}
 /&gt;

To clarify - no new add-ons were installed. It's happening for js/ts files when writing in React.
","reactjs, visual-studio-code",1,75344874,"How to fix this

Open VS code.
Go to File &gt; Preference &gt; Settings then
type: run code in the settings search bar
Select Edit in settings.json to open the settings.json file
Add the &quot;javascript.preferences.jsxAttributeCompletionStyle&quot;: &quot;none&quot; line to your settings.json file

Why we do this:
In the defaultSettings.json file there is this code snippet:
// Preferred style for JSX attribute completions.
//  - auto: Insert `={}` or `=&quot;&quot;` after attribute names based on the prop type. 
//  - braces: Insert `={}` after attribute names.
//  - none: Only insert attribute names.
&quot;javascript.preferences.jsxAttributeCompletionStyle&quot;: &quot;auto&quot;,

therefore, the default setting for jsxAttributeCompletionStyle is auto and by setting it to &quot;none&quot; in your settings.json file you overwrite that default setting.
"
75459074,Google authentication using passport: Unable to force the user to pick an account again when he tries to sign-in after the first time,"I have successfully implemented authentication using gmail account in my app.
The problem is when the user signs-in again, the browser automatically picks the previous account which breaks the flow as I will explain below.   p
Based on my research, adding prompt: &quot;select_account&quot; here should have solved the issue. But, it had no effect.
router.get(
  &quot;/auth/google&quot;,
  passport.authenticate(&quot;google&quot;, {
    scope: [
      &quot;email&quot;,
      &quot;profile&quot;,
    ],
    prompt: &quot;select_account&quot;,
  })
);


Here's how automatically picking the user account that was previously used to sign-in breaks the sign-in if the user tries to sign-in again.
This is how the sign-in works:

STEP 1:

This endpoint is called from the frontend:
router.get(
  &quot;/auth/google&quot;,
  passport.authenticate(&quot;google&quot;, {
    scope: [
      &quot;email&quot;,
      &quot;profile&quot;,
    ],
    prompt: &quot;select_account&quot;,
  })
);


STEP 2:

After, the user picks an account, he is redirected to this callback endpoint:
router.get(
  &quot;/auth/google/callback&quot;,
  passport.authenticate(&quot;google&quot;, {
    failureRedirect: baseFrontendUrl,
    session: false,
  }),
  function (req, res) {
    User.findOne({ _id: req.user._id })
      .then((user) =&gt; {
        const payload = {
          id: req.user._id,
        };
        console.log(&quot;🚀 ~ file: users.js:178 ~ .then ~ payload&quot;, payload);
        jwt.sign(
          payload,
          keys.SecretKey,
          { expiresIn: 3600 * 24 * 356 },
          (error, token) =&gt; {
            if (error) {
              res.status(400).json({
                message: &quot;Error logging in user.&quot;,
              });
            } else {
              const redirect_url = `${baseFrontendUrl}/OAuthRedirecting?token=${token}`;

              res.redirect(redirect_url);
            }
          }
        );
      })
      .catch((error) =&gt; {
        res.status(500).json({
          message: &quot;An error occured authenticating user using google.&quot;,
        });
      });
  }
);

The problem is that if the user does not pick an account, he does not get redirected to that endpoint. So the second sign-in fails.
A solution to this could be to force the user to pick an account every time he signs-in but I couldn't find a way to do this.

This is how the google passport strategy is implemented:
passport.use(
  new GoogleStrategy(googe_passport_config, function (
    request,
    accessToken,
    refreshToken,
    google_profile,
    done
  ) {
    let name = !!google_profile._json.given_name
      ? google_profile.given_name
      : &quot;Name&quot;;
    let surname = !!google_profile._json.family_name
      ? google_profile.family_name
      : &quot;Surname&quot;;
    let email = !!google_profile._json.email ? google_profile.email : &quot;&quot;;

    User.findOne({ email: google_profile._json.email })
      .then((user) =&gt; {
      
        if (!!user) {
          return done(null, user);
        } else {
          userServices
            .registerUserThroughGoogleAuth(
              name,
              surname,
              email,
              google_profile.id
            )
            .then((created_user) =&gt; {
              if (!!created_user) {
                return done(null, created_user);
              }
            })
            .catch((error) =&gt; {
              const error_to_be_returned = new Error(&quot;Error creating user&quot;);
              return done(error_to_be_returned, null);
            });
        }
      })
      .catch((error) =&gt; {
        const error_to_be_returned = new Error(&quot;Error finding user&quot;);
        return done(error_to_be_returned, null);
      });
  })
);

I added some console logs there and nothing gets logged the second time the user tries to sign-in. So it's not even getting called.
","javascript, node.js, google-oauth, passport.js, google-api-nodejs-client",2,75563693,"You may try to add a random parameter to the authentication request URL to force user to select an account every time they sign in. As your prompt: &quot;select_account&quot; is not working might caused by the browser cached the user's previous login credentials and automatically signs them in without showing the select account prompt.
router.get(
  &quot;/auth/google&quot;,
  (req, res, next) =&gt; {
    req.session.google_oauth2_state = Math.random().toString(36).substring(2);
    next();
  },
  passport.authenticate(&quot;google&quot;, {
    scope: [&quot;email&quot;, &quot;profile&quot;],
    prompt: &quot;select_account&quot;,
    state: true,
  })
);

The random parameter will cause the browser to treat the request as a new URL, even if the user has previously signed in to your app with the same account. state: true option is set to include the state parameter in the authentication request. This is required for Google's OAuth2 protocol to prevent CSRF attacks




Another workaround is to combine select_account and consent to force the account selection page to show. Your select_account is not working could be that the browser may have cached the user's previous login credentials and automatically signs them in without showing the select account prompt. Adding the consent would force the user to select their account every time they sign in and will also ask for the user's permission again.
router.get(
  &quot;/auth/google&quot;,
  passport.authenticate(&quot;google&quot;, {
    scope: [
      &quot;email&quot;,
      &quot;profile&quot;,
    ],
    prompt: &quot;select_account consent&quot;,
  })
);

"
74743227,Custom component in starting of mdx file in next js project not following indentation,"I have nextjs project with below versions
&quot;@mdx-js/loader&quot;: &quot;^2.1.5&quot;,
&quot;@mdx-js/react&quot;: &quot;^2.1.5&quot;,
&quot;@next/mdx&quot;: &quot;^12.1.6&quot;,
&quot;next&quot;: &quot;^12.1.6&quot;,

I have one react component and using it in .mdx file with some text as below
&lt;CustomReactComponent/&gt;, you can....
but in output text not coming under &lt;p&gt; tag and not following proper indentation.


","html, reactjs, next.js, mdxjs",0,74767132,"Update next-mdx-remote package to latest version &quot;next-mdx-remote&quot;: &quot;^4.2.0&quot;
and add this to mdx options in serialize function of remote-mdx
import remarkslug from 'remark-slug';
import remarkAutolinkHeadings from 'remark-autolink-headings';
import remarkCodeTitles from 'remark-code-titles';
import remarkGfm from 'remark-gfm';

        const mdxSource = await serialize(content, {
        mdxOptions: {
          remarkPlugins: [
            remarkGfm,
            remarkslug,
            [
              remarkAutolinkHeadings,
              {
                linkProperties: {
                  className: ['anchor']
                }
              }
            ],
            remarkCodeTitles
          ]
        }
      });

Now it will wrap your text beside any custom component to p tag automatically
"
75307309,Subclass overriding attribute with subtype of parent's attribute,"class B:
    pass


class InheritsB1(B):
    pass


class InheritsB2(B):
    pass


class A:
    prop: list[B]


class InheritsA1(A):
    prop: list[InheritsB1]


class InheritsA2(A):
    prop: list[InheritsB2]

With this code mypy raises Incompatible types in assignment (expression has type &quot;List[InheritsB2]&quot;, base class &quot;A&quot; defined the type as &quot;List[B]&quot;).
How can I make this work?
InheritsB1 is a subclass of B, so list[InheritsB1] is always a list of B. How can I tell mypy that it's not incompatible? Or, how can I tell mypy that the prop in A is &quot;list of B or any specific subclass of B&quot;?
I understand the issue here: mypy trouble with inheritance of objects in lists. But in this case I want the prop object to be a list of a specific instances (B or any subclass of B). I know it will never be mixed, as in it will always be list[B] or list[SubclassOfB1] or list[SubclassOfB2], never list[SubclassOfB1 | SubclassOfB2]. How can I do this?
","python, type-hinting, mypy, python-typing",0,75308953,"You linked a post that essentially addresses the issue, but you seem to still be confused:

InheritsB1 is a subclass of B, so list[InheritsB1] is always a list of B.

This is not true. To quote from this section of PEP 484:

By default generic types are considered invariant in all type variables

The theory section on variance in PEP 483 attempts to explain the concepts in much greater detail. I suggest you read through PEP 483 as well as PEP 484, if you want to get more serious about type safety.
The mypy complaint is justified and unless you want to follow the tip provided by mypy and change the type to something covariant like Sequence instead, you will have to work a bit more with generics yourself.

How best to solve your particular conundrum depends on other factors around your classes that are still ambiguous in your original post.
But one option might be to make A generic in terms of a type variable that has an upper bound of B. Then, if you want to define a subclass of A to hold elements of a specific subtype of B, there would be no problem:
from typing import Generic, TypeVar


_BType = TypeVar(&quot;_BType&quot;, bound=&quot;B&quot;)


class B:
    pass


class SubB(B):
    pass


class A(Generic[_BType]):
    attribute: list[_BType]


class SubA(A[SubB]):
    # attribute: list[SubB]
    ...


reveal_type(SubA().attribute)  # Revealed type is &quot;builtins.list[SubB]&quot;

Note that in this setup, you don't even have to override/annotate SubA.attribute (which is why I commented it out) because you specify the type argument for A to be SubB during inheritance, which means that SubA is no longer generic and attribute will always be inferred as list[SubB].
The code is type safe (passes mypy --strict), but it still may or may not be practical for you, depending on what other requirements you have for the classes involved. If you provide more details, I can try to amend my answer to better suit your setup.
"
75410394,update a MutableStateFlow when another MutableStateFlow emits,"val persons = MutableStateFlow&lt;List&lt;Person&gt;&gt;(emptyList())
val names = MutableStateFlow&lt;List&lt;String&gt;&gt;(emptyList())

I want to update names whenever persons emits a new value.
This could be done by observing persons like:
viewModelScope.launch{
  persons.collectLatest{personList-&gt;
    names.emit(personList.map{it.name})
  }
}

but I was wondering if there is another way to achieve that, e.g. using flow operators ?
","android, kotlin, kotlin-flow",0,75415933,"Looks a little nicer
persons.map{ persons -&gt;
    names.emit(persons.map{ it.name })
}.launchIn(viewModelScope)

If there is no need for reactive actions, then a function can be used.
val names = {
    persons.map{
        it.name
    }
}
// call
println(names())

If it's a class property, even better
val names: String
    get() = persons.map{it.name}

"
75085893,Unity DOTween move an instantiated object using DOJump,"¡Hi! I'm having a problem trying to move an object that I instantiated. What I want is that when the object appears, it &quot;jumps&quot; towards the character to get it using this DOTween command:
DOJump(Vector3 endValue, float jumpPower, int numJumps, float duration, bool snapping).

I'm looking for an effect similar to this:
https://youtu.be/Mk4R241AZxk?t=786
The current code:
void Update()
{
    if (Input.GetMouseButtonDown(0))
    {
        StartCoroutine(SpawnItem(0.5f, 0.8f));
    }
}

IEnumerator SpawnItem(float delayStart, float delayDisplay)
{
    Transform item = poolItems.GetRandom();
    Instantiate(item, new Vector3(-21.09f, 5.43f, -17.55f), Quaternion.Euler(new Vector3(0, 127.29f, 0)));       
    archeologistAnimator.SetBool(&quot;Action&quot;, true);
    sarcophagusAnimator.SetBool(&quot;SarcophagusOpen&quot;, true);
    yield return new WaitForSeconds(delayDisplay);
    item.transform.DOJump(new Vector3(-5.22f, 2.44f, 40.4f), 2, 1, 5);
    
}

&quot;poolItems&quot; is another script file where I call the functions that allows me to list prefab objects and get one at random. The numbers in vector 3 are coordinates of where I want the object to be instantiated in the scene and where I want it to jump to, respectively.
But it doesn't do anything nor does the console give me an error. Any ideas?
","c#, unity3d, dotween",0,75086343,"You are changing the transform of your original item, not your newly created instance.
I have not tested this and only changed the needed lines but it should be doing what you want. You could add your directly to the Dotween sequence instead of using the yield return.
private void Update()
{
    if (Input.GetMouseButtonDown(0))
    {
        StartCoroutine(SpawnItem(0.5f, 0.8f));
    }
}

private IEnumerator SpawnItem(float delayStart, float delayDisplay)
{
    Transform item = poolItems.GetRandom();
    var itemInstance = Instantiate(item, new Vector3(-21.09f, 5.43f, -17.55f), Quaternion.Euler(new Vector3(0, 127.29f, 0)));       
    archeologistAnimator.SetBool(&quot;Action&quot;, true);
    sarcophagusAnimator.SetBool(&quot;SarcophagusOpen&quot;, true);
    yield return new WaitForSeconds(delayDisplay);
    itemInstance.transform.DOJump(new Vector3(-5.22f, 2.44f, 40.4f), 2, 1, 5);
    
}

Two tips:
Avoid magic numbers and give more context.
It would be hard for someone else to reproduce since your poolItems class is unknown and would need a stand in.
"
75434793,How to Sum text and number sqlite3,"input:
cursor.execute('SELECT SUM(CAST(&quot;Item Total&quot; as FLOAT)) FROM price')
res_sum = cursor.fetchone()
print(res_sum)

output:
(0.0,) 

example:
$47.99 + $47.99 + $47.99 + $47.99
","python-3.x, sqlite",0,75435826,"You could use SELECT SUM(CAST(substr(&quot;item total&quot;,2) AS FLOAT)) FROM price;
However, it would be better to store the values without the currency character. You could always prepend the value when extracting if so desired.
e.g. SELECT '$'||SUM(CAST(substr(&quot;item total&quot;,2) AS FLOAT)) FROM price; would output $191.96 as opposed to just 191.96.
"
