question_id,model,label,score
75701352,original-answer,neutral,0.9997226595878601
75701352,llama,neutral,0.999303936958313
75355962,chat-gpt-3.5,neutral,0.9995492100715637
75355962,original-answer,neutral,0.9997217059135437
75355962,llama,neutral,0.9996689558029175
76046277,chat-gpt-3.5,neutral,0.9997676014900208
76046277,original-answer,neutral,0.9996988773345947
76046277,llama,neutral,0.999734103679657
74958798,chat-gpt-3.5,neutral,0.9997345805168152
74958798,original-answer,neutral,0.9996144771575928
74958798,llama,positive,0.9984879493713379
75940783,chat-gpt-3.5,neutral,0.9995864033699036
75940783,original-answer,neutral,0.9995583891868591
75940783,llama,positive,0.9988282322883606
75449324,chat-gpt-3.5,neutral,0.9996746778488159
75449324,original-answer,neutral,0.9997146725654602
75449324,llama,neutral,0.9997169375419617
74645329,chat-gpt-3.5,neutral,0.9996747970581055
74645329,original-answer,neutral,0.9996090531349182
74645329,llama,positive,0.999518871307373
75973321,chat-gpt-3.5,neutral,0.9997298121452332
75973321,original-answer,positive,0.9608464241027832
75973321,llama,neutral,0.9996739625930786
74952536,chat-gpt-3.5,neutral,0.9996873140335083
74952536,original-answer,negative,0.9992144107818604
74952536,llama,neutral,0.9980040192604065
75491505,chat-gpt-3.5,neutral,0.9995929598808289
75491505,original-answer,neutral,0.9935398697853088
75491505,llama,neutral,0.9996695518493652
75705927,chat-gpt-3.5,neutral,0.9996578693389893
75705927,original-answer,neutral,0.9996962547302246
75705927,llama,neutral,0.9996697902679443
74678625,chat-gpt-3.5,neutral,0.9997543692588806
74678625,original-answer,neutral,0.9996168613433838
74678625,llama,positive,0.9996535778045654
75442293,chat-gpt-3.5,positive,0.9987251162528992
75442293,original-answer,neutral,0.9971413016319275
75442293,llama,neutral,0.9997525811195374
74673173,chat-gpt-3.5,neutral,0.9996533393859863
74673173,original-answer,neutral,0.9996414184570312
74673173,llama,neutral,0.9997228980064392
75203685,chat-gpt-3.5,neutral,0.9997138381004333
75203685,original-answer,neutral,0.9993539452552795
75203685,llama,neutral,0.9996439218521118
74836161,chat-gpt-3.5,neutral,0.999539852142334
74836161,original-answer,neutral,0.9996242523193359
74836161,llama,neutral,0.9993996620178223
75499333,chat-gpt-3.5,neutral,0.9996289014816284
75499333,original-answer,neutral,0.9762634634971619
75791645,chat-gpt-3.5,neutral,0.999755322933197
75791645,original-answer,neutral,0.9997656941413879
75791645,llama,positive,0.998556911945343
75005196,chat-gpt-3.5,neutral,0.9997455477714539
75005196,original-answer,neutral,0.9996029734611511
75005196,llama,positive,0.8891854882240295
75010505,chat-gpt-3.5,positive,0.9994902610778809
75010505,original-answer,neutral,0.9997541308403015
75010505,llama,neutral,0.8251178860664368
75723026,chat-gpt-3.5,neutral,0.9993477463722229
75723026,original-answer,neutral,0.9997004270553589
75723026,llama,positive,0.955903947353363
75900187,chat-gpt-3.5,neutral,0.9995840191841125
75900187,original-answer,neutral,0.9997429251670837
75900187,llama,neutral,0.9997202754020691
75717363,chat-gpt-3.5,neutral,0.9997274279594421
75717363,original-answer,neutral,0.9996883869171143
75717363,llama,neutral,0.9997127652168274
75579311,chat-gpt-3.5,neutral,0.9997246861457825
75579311,original-answer,neutral,0.9996529817581177
75579311,llama,neutral,0.9995966553688049
75517315,chat-gpt-3.5,neutral,0.9996784925460815
75517315,original-answer,neutral,0.9997162222862244
75517315,llama,positive,0.9991974234580994
75717664,chat-gpt-3.5,neutral,0.9997625946998596
75717664,original-answer,neutral,0.9989870190620422
75717664,llama,neutral,0.9995983242988586
74971911,chat-gpt-3.5,neutral,0.9997468590736389
74971911,original-answer,neutral,0.9996932744979858
74971911,llama,neutral,0.9955288767814636
75441608,chat-gpt-3.5,neutral,0.9996944665908813
75441608,original-answer,neutral,0.9996531009674072
75441608,llama,positive,0.9992851614952087
74758047,chat-gpt-3.5,neutral,0.9996336698532104
74758047,original-answer,neutral,0.999612033367157
74758047,llama,neutral,0.9991052746772766
75233987,chat-gpt-3.5,neutral,0.9997026324272156
75233987,original-answer,neutral,0.9997435212135315
75233987,llama,neutral,0.9997197985649109
76037084,chat-gpt-3.5,neutral,0.9997510313987732
76037084,original-answer,neutral,0.9996455907821655
76037084,llama,positive,0.99977046251297
74691834,chat-gpt-3.5,neutral,0.9997610449790955
74691834,original-answer,neutral,0.9996566772460938
74691834,llama,neutral,0.999626874923706
75920221,chat-gpt-3.5,neutral,0.9992678761482239
75920221,original-answer,neutral,0.9996131062507629
75920221,llama,neutral,0.9995607733726501
75056900,chat-gpt-3.5,neutral,0.9997110962867737
75056900,original-answer,neutral,0.999616265296936
75056900,llama,neutral,0.9988306164741516
75689998,chat-gpt-3.5,neutral,0.9995654225349426
75689998,original-answer,neutral,0.9997316002845764
75689998,llama,neutral,0.9995985627174377
75221294,chat-gpt-3.5,neutral,0.9997742772102356
75221294,original-answer,neutral,0.9997023940086365
75221294,llama,neutral,0.9783680438995361
74729692,chat-gpt-3.5,neutral,0.9996529817581177
74729692,original-answer,neutral,0.9996299743652344
74729692,llama,neutral,0.9995244741439819
76034504,chat-gpt-3.5,neutral,0.9995021820068359
76034504,original-answer,neutral,0.9964788556098938
76034504,llama,neutral,0.999626874923706
75211654,chat-gpt-3.5,neutral,0.999744713306427
75211654,original-answer,negative,0.6735265254974365
75211654,llama,neutral,0.9997764229774475
74962116,chat-gpt-3.5,neutral,0.9996480941772461
74962116,original-answer,neutral,0.9996316432952881
74962116,llama,neutral,0.9996368885040283
74717107,chat-gpt-3.5,neutral,0.9997400641441345
74717107,original-answer,neutral,0.9985345602035522
74717107,llama,neutral,0.9993896484375
75974000,chat-gpt-3.5,neutral,0.9995638728141785
75974000,original-answer,neutral,0.9960641264915466
75974000,llama,neutral,0.9994813799858093
75298311,chat-gpt-3.5,neutral,0.9996613264083862
75298311,original-answer,neutral,0.9997523427009583
75298311,llama,positive,0.9987789988517761
75037519,chat-gpt-3.5,neutral,0.9997082352638245
75037519,original-answer,neutral,0.9992274045944214
75037519,llama,positive,0.9986451268196106
74929519,chat-gpt-3.5,neutral,0.9996984004974365
74929519,original-answer,neutral,0.9993993043899536
74929519,llama,neutral,0.9996920824050903
74622976,chat-gpt-3.5,neutral,0.9997112154960632
74622976,original-answer,neutral,0.9996392726898193
74622976,llama,neutral,0.9997363686561584
75114654,chat-gpt-3.5,neutral,0.9997283816337585
75114654,original-answer,neutral,0.9821997880935669
75114654,llama,neutral,0.9994819760322571
75854182,chat-gpt-3.5,neutral,0.9997299313545227
75854182,original-answer,neutral,0.9996404647827148
75854182,llama,positive,0.9997338652610779
75093391,chat-gpt-3.5,neutral,0.999729573726654
75093391,original-answer,neutral,0.9997171759605408
75093391,llama,neutral,0.9955897331237793
75193954,chat-gpt-3.5,neutral,0.9997170567512512
75193954,original-answer,neutral,0.999616265296936
75389612,chat-gpt-3.5,neutral,0.9994363188743591
75389612,original-answer,neutral,0.9997629523277283
75389612,llama,neutral,0.9996672868728638
75802587,chat-gpt-3.5,neutral,0.999710738658905
75802587,original-answer,neutral,0.9127522706985474
75802587,llama,neutral,0.9995710253715515
75258460,chat-gpt-3.5,neutral,0.9997132420539856
75258460,original-answer,neutral,0.9997376799583435
75258460,llama,positive,0.9573913812637329
75323021,chat-gpt-3.5,neutral,0.9996539354324341
75323021,original-answer,neutral,0.9997316002845764
75323021,llama,positive,0.9996122717857361
75617550,chat-gpt-3.5,neutral,0.9996403455734253
75617550,original-answer,neutral,0.9995656609535217
75617550,llama,neutral,0.9996659755706787
75150846,chat-gpt-3.5,neutral,0.9996232986450195
75150846,original-answer,neutral,0.9888743162155151
75150846,llama,neutral,0.9995244741439819
74934470,chat-gpt-3.5,neutral,0.9997056126594543
74934470,original-answer,neutral,0.9997560381889343
74934470,llama,positive,0.999727189540863
75579392,chat-gpt-3.5,neutral,0.9997730851173401
75579392,original-answer,neutral,0.9997652173042297
75579392,llama,neutral,0.9996211528778076
75155658,chat-gpt-3.5,neutral,0.9996849298477173
75155658,original-answer,neutral,0.9997681975364685
75155658,llama,neutral,0.989001989364624
75312392,chat-gpt-3.5,neutral,0.9997001886367798
75312392,original-answer,neutral,0.9996424913406372
75312392,llama,neutral,0.9997640252113342
75459074,chat-gpt-3.5,neutral,0.9996893405914307
75459074,original-answer,neutral,0.9996160268783569
75459074,llama,positive,0.9971797466278076
74743227,chat-gpt-3.5,neutral,0.9997265934944153
74743227,original-answer,neutral,0.9997106194496155
74743227,llama,neutral,0.999570906162262
75307309,chat-gpt-3.5,neutral,0.9996205568313599
75307309,original-answer,neutral,0.9995309114456177
75307309,llama,positive,0.9972226619720459
75410394,chat-gpt-3.5,neutral,0.9996901750564575
75410394,original-answer,neutral,0.6098363399505615
75410394,llama,neutral,0.99970942735672
75085893,chat-gpt-3.5,neutral,0.9997333884239197
75085893,original-answer,neutral,0.9993921518325806
75085893,llama,positive,0.9959107637405396
75434793,chat-gpt-3.5,neutral,0.999687910079956
75434793,original-answer,neutral,0.999739944934845
75434793,llama,neutral,0.9995436072349548
75778261,chat-gpt-3.5,neutral,0.9997324347496033
75778261,original-answer,neutral,0.9996846914291382
75778261,llama,neutral,0.9993649125099182
74677143,chat-gpt-3.5,neutral,0.9996799230575562
74677143,original-answer,neutral,0.9720892310142517
74677143,llama,positive,0.9985439777374268
75993119,chat-gpt-3.5,neutral,0.9997128844261169
75993119,original-answer,neutral,0.9996927976608276
75993119,llama,positive,0.997650682926178
74773637,chat-gpt-3.5,neutral,0.9996942281723022
74773637,original-answer,neutral,0.9996832609176636
74773637,llama,neutral,0.9996223449707031
74624685,chat-gpt-3.5,neutral,0.9996795654296875
74624685,original-answer,neutral,0.9994988441467285
74624685,llama,positive,0.9913111925125122
76011691,chat-gpt-3.5,neutral,0.999721348285675
76011691,original-answer,neutral,0.9975520968437195
76011691,llama,positive,0.9972019195556641
75340300,chat-gpt-3.5,neutral,0.9996836185455322
75340300,original-answer,neutral,0.9997661709785461
75340300,llama,neutral,0.9995397329330444
75534461,chat-gpt-3.5,neutral,0.9995790123939514
75534461,original-answer,neutral,0.9993036985397339
75534461,llama,neutral,0.9996953010559082
75220574,chat-gpt-3.5,neutral,0.9996675252914429
75220574,original-answer,neutral,0.999572217464447
75220574,llama,neutral,0.9995891451835632
75149224,chat-gpt-3.5,neutral,0.9997437596321106
75149224,original-answer,neutral,0.9997568726539612
75149224,llama,neutral,0.9989635944366455
75526159,chat-gpt-3.5,neutral,0.9996414184570312
75526159,original-answer,neutral,0.9996678829193115
75526159,llama,positive,0.8560307025909424
75448140,chat-gpt-3.5,neutral,0.9997631907463074
75448140,original-answer,neutral,0.999631404876709
75448140,llama,neutral,0.9997339844703674
75074930,chat-gpt-3.5,positive,0.9978905320167542
75074930,original-answer,neutral,0.9996567964553833
75074930,llama,neutral,0.9996767044067383
75176482,chat-gpt-3.5,neutral,0.99973064661026
75176482,original-answer,neutral,0.9996830224990845
75176482,llama,neutral,0.9996768236160278
74857640,chat-gpt-3.5,neutral,0.999760091304779
74857640,original-answer,neutral,0.999775230884552
74857640,llama,neutral,0.9990803003311157
74999834,chat-gpt-3.5,neutral,0.9997205138206482
74999834,original-answer,neutral,0.9996600151062012
74999834,llama,neutral,0.9997456669807434
74994173,chat-gpt-3.5,neutral,0.9996170997619629
74994173,original-answer,neutral,0.9997209906578064
74994173,llama,neutral,0.9996346235275269
74960462,chat-gpt-3.5,neutral,0.9997541308403015
74960462,original-answer,neutral,0.9997766613960266
74960462,llama,neutral,0.9997370839118958
75445007,chat-gpt-3.5,neutral,0.9997227787971497
75445007,original-answer,neutral,0.9991517066955566
75445007,llama,neutral,0.9996167421340942
75412792,chat-gpt-3.5,neutral,0.9994552731513977
75412792,original-answer,neutral,0.9996861219406128
75412792,llama,neutral,0.9996522665023804
75314123,chat-gpt-3.5,neutral,0.9996626377105713
75314123,original-answer,neutral,0.9997163414955139
75314123,llama,neutral,0.9996914863586426
74866512,chat-gpt-3.5,neutral,0.9997397065162659
74866512,original-answer,neutral,0.999710738658905
74866512,llama,neutral,0.9997230172157288
75045986,chat-gpt-3.5,neutral,0.9997170567512512
75045986,original-answer,neutral,0.9996128678321838
75045986,llama,positive,0.9667835831642151
75666984,chat-gpt-3.5,neutral,0.9997108578681946
75666984,original-answer,neutral,0.9984148740768433
75666984,llama,positive,0.9978500604629517
75132488,chat-gpt-3.5,neutral,0.9997302889823914
75132488,original-answer,neutral,0.9997450709342957
75132488,llama,neutral,0.9997043013572693
74765010,chat-gpt-3.5,neutral,0.9997132420539856
74765010,original-answer,neutral,0.9994402527809143
74765010,llama,neutral,0.9997503161430359
75802832,chat-gpt-3.5,neutral,0.99964439868927
75802832,original-answer,neutral,0.999642014503479
75802832,llama,neutral,0.9996579885482788
75299402,chat-gpt-3.5,neutral,0.9996682405471802
75299402,original-answer,neutral,0.9997461438179016
75299402,llama,neutral,0.999627947807312
74811238,chat-gpt-3.5,neutral,0.9997218251228333
74811238,original-answer,neutral,0.9997617602348328
74811238,llama,neutral,0.9996812343597412
76048911,chat-gpt-3.5,neutral,0.9997339844703674
76048911,original-answer,neutral,0.9921431541442871
76048911,llama,neutral,0.9996439218521118
75335522,chat-gpt-3.5,neutral,0.999160647392273
75335522,original-answer,neutral,0.9993230104446411
75335522,llama,neutral,0.9994814991950989
74621685,chat-gpt-3.5,neutral,0.9997468590736389
74621685,original-answer,neutral,0.9971405267715454
74621685,llama,neutral,0.9997298121452332
75439576,chat-gpt-3.5,neutral,0.9997639060020447
75439576,original-answer,neutral,0.9997398257255554
75439576,llama,neutral,0.9997565150260925
75449068,chat-gpt-3.5,neutral,0.9996806383132935
75449068,original-answer,neutral,0.9997357726097107
75449068,llama,neutral,0.999562680721283
75412883,chat-gpt-3.5,neutral,0.999652624130249
75412883,original-answer,neutral,0.9996587038040161
75412883,llama,neutral,0.9992607235908508
75363507,chat-gpt-3.5,neutral,0.9997666478157043
75363507,original-answer,neutral,0.999461829662323
75363507,llama,neutral,0.999606192111969
75679966,chat-gpt-3.5,neutral,0.9997630715370178
75679966,original-answer,neutral,0.9996069073677063
75679966,llama,positive,0.9990049004554749
74934504,chat-gpt-3.5,neutral,0.9997488856315613
74934504,original-answer,neutral,0.9997500777244568
74934504,llama,neutral,0.9997715353965759
75095945,chat-gpt-3.5,neutral,0.9997703433036804
75095945,original-answer,neutral,0.9990637898445129
75095945,llama,neutral,0.9997488856315613
75852462,chat-gpt-3.5,neutral,0.9997237324714661
75852462,original-answer,neutral,0.99977046251297
75852462,llama,neutral,0.9996817111968994
74777076,chat-gpt-3.5,neutral,0.9996641874313354
74777076,original-answer,neutral,0.9997045397758484
74777076,llama,neutral,0.9995976090431213
74795206,chat-gpt-3.5,neutral,0.9996833801269531
74795206,original-answer,neutral,0.9996722936630249
74795206,llama,neutral,0.9996784925460815
75604275,chat-gpt-3.5,neutral,0.9997325539588928
75604275,original-answer,neutral,0.9996803998947144
75604275,llama,neutral,0.9996294975280762
75768912,chat-gpt-3.5,neutral,0.9996987581253052
75768912,original-answer,neutral,0.9997662901878357
75768912,llama,neutral,0.9997135996818542
75980105,chat-gpt-3.5,neutral,0.9996918439865112
75980105,original-answer,neutral,0.9997063279151917
75980105,llama,positive,0.999220609664917
74933094,chat-gpt-3.5,neutral,0.9997549653053284
74933094,original-answer,neutral,0.9997625946998596
74933094,llama,neutral,0.9255854487419128
75058127,chat-gpt-3.5,neutral,0.9995869994163513
75058127,original-answer,neutral,0.9997697472572327
75058127,llama,neutral,0.9996464252471924
75380288,chat-gpt-3.5,neutral,0.9997226595878601
75380288,original-answer,neutral,0.9984594583511353
75380288,llama,neutral,0.9997574687004089
74935947,chat-gpt-3.5,neutral,0.9994552731513977
74935947,original-answer,neutral,0.999607503414154
74935947,llama,neutral,0.9976620674133301
75385779,chat-gpt-3.5,neutral,0.9997648596763611
75385779,original-answer,neutral,0.9997020363807678
75385779,llama,neutral,0.9997552037239075
74753176,chat-gpt-3.5,neutral,0.9997321963310242
74753176,original-answer,neutral,0.9997264742851257
74753176,llama,positive,0.9997783303260803
75642280,chat-gpt-3.5,neutral,0.9993738532066345
75642280,original-answer,neutral,0.9935216307640076
75642280,llama,neutral,0.9996334314346313
75354216,chat-gpt-3.5,neutral,0.9997408986091614
75354216,original-answer,neutral,0.9996609687805176
75354216,llama,neutral,0.9996559619903564
75035488,chat-gpt-3.5,neutral,0.9996210336685181
75035488,original-answer,positive,0.9997654557228088
75035488,llama,neutral,0.9997377991676331
75463207,chat-gpt-3.5,neutral,0.9996201992034912
75463207,original-answer,neutral,0.9997491240501404
75463207,llama,neutral,0.9997091889381409
75210719,chat-gpt-3.5,neutral,0.9996486902236938
75210719,original-answer,neutral,0.9996854066848755
75210719,llama,neutral,0.9997041821479797
75785613,chat-gpt-3.5,neutral,0.9997214674949646
75785613,original-answer,neutral,0.9991375207901001
75785613,llama,neutral,0.9997296929359436
75948146,chat-gpt-3.5,positive,0.9986647367477417
75948146,original-answer,positive,0.997175931930542
75948146,llama,positive,0.9977491497993469
75698936,chat-gpt-3.5,neutral,0.9996789693832397
75698936,original-answer,neutral,0.9997451901435852
75698936,llama,positive,0.9997606873512268
75056287,chat-gpt-3.5,neutral,0.9995311498641968
75056287,original-answer,neutral,0.9996142387390137
75056287,llama,neutral,0.9996083378791809
74768073,chat-gpt-3.5,neutral,0.9996886253356934
74768073,original-answer,neutral,0.9997574687004089
74768073,llama,positive,0.8726511597633362
75090788,chat-gpt-3.5,neutral,0.9996330738067627
75090788,original-answer,neutral,0.9997779726982117
75090788,llama,neutral,0.999238133430481
75428138,chat-gpt-3.5,neutral,0.9996417760848999
75428138,original-answer,neutral,0.9996284246444702
75428138,llama,neutral,0.9996387958526611
75259064,chat-gpt-3.5,neutral,0.9997097849845886
75259064,original-answer,neutral,0.9996055960655212
75259064,llama,neutral,0.9240459203720093
75406341,chat-gpt-3.5,neutral,0.9997132420539856
75406341,original-answer,neutral,0.9996516704559326
75406341,llama,neutral,0.9996545314788818
76004983,chat-gpt-3.5,neutral,0.9997522234916687
76004983,original-answer,negative,0.9461685419082642
76004983,llama,positive,0.9833673238754272
75089553,chat-gpt-3.5,neutral,0.9996507167816162
75089553,original-answer,positive,0.9988595247268677
75089553,llama,neutral,0.9993011951446533
75650611,chat-gpt-3.5,neutral,0.9996140599250793
75650611,original-answer,neutral,0.984751284122467
75650611,llama,neutral,0.9982643723487854
74713371,chat-gpt-3.5,neutral,0.9996002316474915
74713371,original-answer,neutral,0.9994707703590393
74713371,llama,neutral,0.9996532201766968
