user_id,reputation,creation_date,profile_before_chatgpt,last_access,bronze_badge,silver_badge,gold_badge
9076185,1,2017-12-09 06:44:17,True,2023-08-12 00:01:56,1,0,0
12360743,1,2019-11-12 06:39:49,True,2023-08-10 05:49:15,0,0,0
14968828,1,2021-01-08 16:09:50,True,2023-02-15 07:24:40,1,0,0
16484712,1,2021-07-19 22:33:26,True,2023-04-02 23:47:26,0,0,0
18532509,1,2022-03-21 13:53:04,True,2023-05-01 17:09:44,0,0,0
18826090,1,2022-04-16 10:43:21,True,2023-05-13 14:37:20,0,0,0
19193738,1,2022-05-24 20:40:14,True,2023-08-10 10:21:07,0,0,0
19220832,1,2022-05-28 10:29:40,True,2023-08-03 10:53:06,0,0,0
19390248,1,2022-06-22 06:25:57,True,2023-07-13 07:09:43,1,0,0
19653500,1,2022-07-30 07:58:28,True,2023-03-23 02:57:23,0,0,0
20373465,1,2022-10-30 13:43:55,True,2023-02-27 07:55:19,1,0,0
20404727,1,2022-11-03 02:39:52,True,2023-06-16 03:22:34,1,0,0
20655335,1,2022-12-01 05:47:24,False,2023-06-08 05:19:10,0,0,0
20760639,1,2022-12-12 16:40:58,False,2023-01-04 19:39:44,5,0,0
20802992,1,2022-12-17 12:17:43,False,2023-04-29 16:18:02,3,0,0
20901104,1,2022-12-31 11:34:38,False,2023-03-08 20:29:04,0,0,0
20981341,1,2023-01-11 04:07:05,False,2023-05-24 04:46:29,0,0,0
21028308,1,2023-01-17 09:26:20,False,2023-03-06 04:43:31,0,0,0
21280396,1,2023-02-24 08:06:00,False,2023-03-07 18:37:34,2,0,0
21288303,1,2023-02-25 16:52:13,False,2023-03-07 21:19:49,1,0,0
21406111,1,2023-03-15 14:46:26,False,2023-08-10 17:09:24,0,0,0
21486546,1,2023-03-25 03:11:26,False,2023-07-29 08:34:27,0,0,0
21544370,1,2023-04-01 12:47:16,False,2023-08-12 03:23:46,1,0,0
21747558,1,2023-04-26 14:12:40,False,2023-08-07 10:15:12,2,0,0
3583182,59258,2014-04-28 18:35:12,True,2023-08-11 13:12:54,145,143,15
4379151,30377,2014-12-19 15:04:17,True,2023-08-12 12:18:42,114,79,8
758133,24435,2011-05-17 16:31:02,True,2023-08-12 23:10:55,59,36,3
168465,23457,2009-09-04 07:37:44,True,2023-08-11 10:50:24,116,97,17
1006863,21699,2011-10-21 06:10:13,True,2023-03-20 06:05:08,115,99,7
990750,10810,2011-10-12 00:49:25,True,2023-08-13 00:54:22,40,26,2
32129,10276,2008-10-28 12:49:56,True,2023-05-19 20:52:41,45,35,2
3179310,5830,2014-01-09 15:45:43,True,2023-03-07 04:32:06,30,21,1
3325290,5348,2014-02-18 15:58:00,True,2023-08-09 08:38:07,25,18,3
964866,4491,2011-09-26 06:40:28,True,2023-05-25 05:16:39,28,17,0
2477307,4471,2013-06-12 03:23:44,True,2023-08-11 09:47:04,39,31,1
4272085,3838,2014-11-19 17:36:43,True,2023-08-08 07:31:13,31,20,1
16775594,3263,2021-08-28 14:20:44,True,2023-08-13 08:48:25,39,15,5
9665257,3083,2018-04-18 11:28:09,True,2023-08-13 09:07:30,23,15,0
15794828,1658,2021-04-29 12:00:47,True,2023-07-31 08:39:19,14,4,1
136138,1410,2009-07-10 04:34:07,True,2023-08-04 01:27:21,24,10,0
2662946,1395,2013-08-07 22:50:45,True,2023-07-31 21:48:20,30,19,4
3642410,1004,2014-05-15 16:01:40,True,2023-06-20 05:39:53,18,8,0
1087787,935,2011-12-08 08:06:37,True,2023-08-12 19:16:25,21,12,0
10520839,918,2018-10-17 17:05:31,True,2023-08-12 17:13:09,10,5,0
19303836,917,2022-06-09 00:53:24,True,2023-08-11 03:54:33,10,3,0
680455,716,2011-03-28 11:03:30,True,2023-08-10 05:00:57,18,8,0
15087608,656,2021-01-26 18:10:32,True,2023-08-13 07:23:22,14,4,0
1001641,641,2011-10-18 12:55:40,True,2023-08-06 20:06:57,19,7,0
14981685,618,2021-01-11 02:33:08,True,2023-08-03 01:02:04,14,3,1
21590355,574,2023-04-07 11:55:09,False,2023-08-13 09:44:34,21,2,2
8193521,531,2017-06-21 06:09:56,True,2023-08-11 04:43:45,8,3,0
16551518,491,2021-07-29 02:18:14,True,2023-08-13 06:40:01,11,5,0
6883591,392,2016-09-26 13:05:08,True,2023-07-28 14:43:20,15,3,0
11064013,386,2019-02-14 14:53:23,True,2023-07-14 22:54:48,10,1,0
12399689,369,2019-11-19 14:09:02,True,2023-08-12 02:19:32,4,4,0
11329034,360,2019-04-08 08:23:58,True,2023-08-09 05:59:32,13,2,0
13290435,323,2020-04-11 19:07:49,True,2023-08-13 08:58:35,6,1,0
6913738,242,2016-10-03 00:03:12,True,2023-02-19 23:24:58,7,1,0
3961677,193,2014-08-20 15:30:20,True,2023-08-11 16:33:17,11,1,0
4866638,185,2015-05-05 09:26:06,True,2023-08-13 08:18:00,7,1,0
2950854,182,2013-11-03 17:02:48,True,2023-08-13 09:02:45,3,1,0
1053546,176,2011-11-18 04:59:35,True,2023-08-11 09:18:37,3,0,0
12521312,173,2019-12-11 17:36:18,True,2023-07-07 12:40:51,3,0,0
17232352,137,2021-10-24 02:35:10,True,2022-12-04 10:01:06,7,1,0
7217645,133,2016-11-27 16:42:17,True,2023-08-06 17:27:22,8,1,0
10094579,131,2018-07-17 11:13:23,True,2023-02-17 08:16:40,4,1,0
2999226,129,2013-11-16 06:48:46,True,2023-08-11 15:49:20,4,0,0
21585330,116,2023-04-06 21:27:27,False,2023-05-13 12:42:42,2,0,0
7337856,107,2016-12-24 10:02:53,True,2023-08-10 06:03:07,9,1,0
10971694,93,2019-01-26 09:33:17,True,2023-05-16 08:07:59,10,1,0
10746301,91,2018-12-04 15:47:23,True,2023-08-03 22:28:54,8,0,0
16237195,89,2021-06-15 16:10:19,True,2023-05-04 21:15:04,3,0,0
8870289,81,2017-11-01 15:38:49,True,2023-08-06 21:15:42,6,0,0
16905505,76,2021-09-14 01:12:18,True,2023-08-13 04:18:17,4,0,0
17682471,52,2021-12-15 05:23:39,True,2023-03-26 08:39:34,4,0,0
14371861,49,2020-10-01 01:57:23,True,2023-08-11 12:01:49,8,0,0
17336830,46,2021-11-05 09:36:37,True,2023-03-08 01:35:58,1,0,0
12172420,43,2019-10-06 09:45:45,True,2023-08-08 10:27:24,4,0,0
21712159,41,2023-04-23 03:12:06,False,2023-08-12 05:49:43,2,0,0
20568699,36,2022-11-21 23:18:08,True,2023-01-29 01:09:21,2,0,0
20890065,36,2022-12-29 16:39:15,False,2023-08-12 11:47:17,2,0,0
21770392,36,2023-04-29 02:53:55,False,2023-08-12 23:08:48,5,0,0
17621488,33,2021-12-07 22:16:07,True,2023-01-05 22:31:14,4,0,0
2719955,31,2013-08-26 22:27:50,True,2023-07-17 06:25:27,3,0,0
14602403,31,2020-11-08 17:51:38,True,2023-06-29 18:50:22,5,0,0
20971013,28,2023-01-09 23:55:56,False,2023-03-04 05:16:49,3,0,0
6243342,26,2016-04-23 00:11:01,True,2023-08-10 01:11:28,5,0,0
10673230,26,2018-11-19 01:58:54,True,2023-07-04 23:34:57,1,0,0
18042566,26,2022-01-26 18:28:26,True,2023-08-11 18:29:49,6,0,0
17784904,21,2021-12-28 20:14:39,True,2023-08-10 15:15:06,5,0,0
19406585,21,2022-06-24 05:21:39,True,2023-08-12 05:56:35,3,0,0
19879050,21,2022-08-30 08:23:21,True,2023-08-13 09:45:37,3,0,0
21128439,21,2023-02-01 15:30:18,False,2023-08-07 23:32:27,3,0,0
13768833,16,2020-06-18 07:49:50,True,2023-06-27 02:11:27,3,0,0
20718296,16,2022-12-07 18:07:15,False,2022-12-07 19:14:06,0,0,0
2109255,11,2013-02-25 18:48:08,True,2023-04-11 10:58:47,1,0,0
6155929,11,2016-04-04 08:18:04,True,2023-07-26 17:00:08,3,0,0
11017948,11,2019-02-05 08:48:21,True,2023-01-05 08:08:35,5,0,0
13989862,11,2020-06-08 17:19:36,True,2023-07-04 22:31:44,3,0,0
20755971,11,2022-12-12 05:56:49,False,2023-08-08 03:56:47,4,0,0
21035235,11,2023-01-18 06:05:40,False,2023-01-18 07:01:46,3,0,0
21401114,11,2023-03-15 00:54:00,False,2023-03-17 23:59:29,1,0,0
21705124,11,2023-04-22 01:12:16,False,2023-08-11 00:44:57,2,0,0
3804675,9,2014-07-04 04:22:51,True,2023-01-09 10:31:49,1,0,0
20754129,9,2022-12-12 01:28:23,False,2023-03-28 08:43:19,2,0,0
8487761,3,2017-08-19 08:40:22,True,2023-05-31 21:57:50,4,0,0
20834338,3,2022-12-21 14:08:30,False,2023-07-06 12:22:52,3,0,0
9420594,1,2018-02-27 14:24:30,True,2023-01-05 00:23:23,0,0,0
10694049,1,2018-11-23 00:52:45,True,2023-04-17 06:39:49,2,0,0
11278461,1,2019-03-29 12:06:35,True,2023-07-26 02:46:34,1,0,0
11336042,1,2019-04-09 13:21:24,True,2023-08-10 10:34:44,1,0,0
12153145,1,2019-10-02 06:12:55,True,2023-08-12 08:49:37,2,0,0
14113502,1,2020-08-16 04:38:54,True,2023-07-16 13:33:37,1,0,0
17086230,1,2021-10-06 01:41:31,True,2023-08-03 00:00:14,1,0,0
18247594,1,2022-02-18 16:01:18,True,2023-08-10 06:20:02,3,0,0
19311796,1,2022-06-10 02:15:50,True,2023-08-10 19:36:51,2,0,0
20516154,1,2022-11-15 22:50:22,True,2023-07-23 04:47:07,1,0,0
20757269,1,2022-12-12 08:55:05,False,2023-08-10 03:12:26,1,0,0
20757275,1,2022-12-12 08:55:55,False,2022-12-23 09:38:47,1,0,0
21268642,1,2023-02-22 16:29:15,False,2023-06-30 17:08:38,1,0,0
21273407,1,2023-02-23 08:41:12,False,2023-06-27 11:20:51,3,0,0
21419382,1,2023-03-17 07:40:15,False,2023-03-17 07:40:15,0,0,0
21494660,1,2023-03-26 10:32:58,False,2023-03-26 10:48:29,1,0,0
21576827,1,2023-04-05 18:32:54,False,2023-05-11 13:50:08,0,0,0
857994,36967,2011-07-22 09:21:38,True,2023-08-12 19:25:26,255,155,37
366256,27601,2010-06-14 07:03:44,True,2023-08-07 07:23:00,207,141,38
303270,20021,2010-03-27 13:36:08,True,2023-08-11 15:07:21,68,53,6
7450125,16404,2017-01-21 06:42:59,True,2023-08-11 08:41:31,47,26,5
938845,14494,2011-09-11 00:37:02,True,2023-08-08 03:36:47,150,91,16
1395266,6025,2012-05-15 01:19:07,True,2023-08-10 08:32:13,52,39,4
599765,4552,2011-02-02 04:46:57,True,2023-08-12 03:41:35,42,28,5
17862371,3346,2022-01-07 06:40:10,True,2023-08-11 05:27:46,22,6,0
5113666,3341,2015-07-14 01:04:42,True,2023-08-13 05:52:58,27,21,2
299003,3299,2010-03-22 08:36:15,True,2023-06-14 11:36:09,30,20,0
7976274,2300,2017-05-07 08:52:55,True,2023-08-13 09:43:36,30,15,0
957185,1979,2011-09-21 10:31:03,True,2023-08-12 15:57:07,37,17,4
5853931,1265,2016-01-28 14:50:13,True,2023-08-13 09:15:50,21,16,2
7482791,1226,2017-01-28 07:56:46,True,2023-02-16 22:55:53,7,8,1
3738545,1180,2014-06-13 13:18:27,True,2023-08-12 13:23:01,24,9,0
4646394,1017,2015-03-08 06:33:01,True,2023-08-13 06:50:44,30,12,3
7766525,937,2017-03-25 09:52:43,True,2023-08-13 06:54:49,34,14,2
1987609,901,2013-01-17 10:20:18,True,2023-08-11 10:32:24,7,9,0
2786450,874,2013-09-17 02:53:17,True,2023-07-12 00:49:55,26,12,0
6550449,799,2016-07-05 03:52:17,True,2023-08-12 09:06:06,20,8,1
1132976,786,2009-06-15 15:05:26,True,2023-08-11 17:44:07,7,5,0
9244579,716,2018-01-20 10:23:21,True,2023-08-09 14:38:32,18,11,0
833171,616,2011-07-07 04:51:22,True,2023-03-31 09:45:50,11,4,0
1043971,598,2011-11-13 03:18:04,True,2023-08-12 19:45:05,18,6,0
318460,595,2010-04-16 08:06:53,True,2023-08-12 10:13:14,11,4,0
9303396,562,2018-02-01 23:50:50,True,2022-12-16 07:49:42,16,5,1
7686245,539,2017-03-09 13:28:24,True,2023-08-13 08:17:26,12,4,0
2526688,482,2013-06-27 01:23:54,True,2023-07-30 00:53:58,15,4,0
7207930,459,2016-11-24 23:21:47,True,2023-08-12 03:28:47,17,6,0
10921437,446,2019-01-16 04:13:47,True,2023-08-11 03:58:51,10,4,0
6525625,431,2016-06-28 17:56:51,True,2023-08-13 04:46:12,16,3,0
10468411,409,2018-10-07 05:17:11,True,2023-08-10 05:14:54,12,4,0
338058,366,2010-05-11 04:48:36,True,2023-07-03 08:04:57,8,5,1
12195587,363,2019-10-10 10:02:04,True,2023-08-11 10:36:17,11,5,0
11154297,354,2019-03-05 08:45:03,True,2023-04-21 08:48:25,9,2,0
7441271,311,2017-01-19 08:27:36,True,2023-06-22 04:48:30,4,2,0
3679380,310,2014-05-27 06:41:20,True,2023-04-12 09:26:14,6,2,0
14594747,306,2020-11-07 02:57:57,True,2023-08-13 02:39:28,5,1,0
2042035,285,2013-02-05 01:18:29,True,2023-08-11 02:56:54,15,2,0
6927300,174,2016-10-05 11:23:40,True,2023-08-12 06:32:00,14,1,0
11047009,165,2019-02-11 13:50:44,True,2023-08-09 13:29:56,8,0,0
9607143,164,2018-04-06 07:33:55,True,2023-08-11 09:47:40,4,1,0
6412317,162,2016-06-01 21:39:40,True,2023-08-10 10:05:12,7,0,0
20955005,158,2023-01-07 19:05:21,False,2023-08-10 15:30:45,4,0,0
14141506,156,2020-08-21 02:19:02,True,2023-08-12 20:12:38,6,0,0
13387730,149,2020-04-23 02:02:32,True,2023-08-10 12:33:06,9,0,0
18312766,116,2022-02-25 19:17:24,True,2023-08-09 00:17:47,4,0,0
12594963,106,2019-12-25 04:30:59,True,2023-07-25 05:07:29,6,0,0
6317537,103,2016-05-10 18:29:19,True,2023-08-01 16:45:35,7,1,0
21419095,89,2023-03-17 06:54:13,False,2023-08-13 07:33:09,8,1,0
13664649,81,2020-06-02 06:22:47,True,2023-08-11 03:51:50,2,0,0
21637187,66,2023-04-13 15:29:04,False,2023-08-11 16:33:46,3,0,0
20639512,63,2022-11-29 19:42:58,True,2023-08-11 16:51:58,3,0,0
19286344,61,2022-06-06 19:55:19,True,2023-08-11 10:25:03,4,0,0
17817626,51,2022-01-02 16:03:30,True,2023-08-12 18:10:42,3,0,0
20881291,51,2022-12-28 12:03:37,False,2023-08-09 09:50:38,4,0,0
1478293,46,2012-06-24 11:40:47,True,2023-07-20 09:06:24,5,1,0
15207740,38,2021-02-14 06:36:47,True,2023-07-20 13:40:46,4,0,0
10605965,36,2018-11-04 22:50:28,True,2023-05-07 23:42:48,4,0,0
14445166,36,2020-10-13 17:54:11,True,2023-08-10 00:24:22,3,0,0
15821105,36,2021-05-03 04:11:12,True,2023-08-11 09:00:25,5,0,0
21345303,36,2023-03-06 17:02:07,False,2023-06-12 14:32:45,3,0,0
13043140,33,2020-03-11 01:35:34,True,2023-04-24 01:19:30,7,0,0
13858190,33,2020-07-03 04:15:12,True,2023-08-07 15:34:43,9,1,0
16882962,28,2021-09-10 21:38:51,True,2023-04-16 19:53:39,5,1,0
6013345,26,2016-03-03 07:54:39,True,2023-08-11 11:04:18,2,0,0
21095170,26,2023-01-27 12:36:04,False,2023-05-18 10:16:02,2,0,0
16431767,21,2021-07-12 08:54:06,True,2023-08-11 10:33:01,2,0,0
15405728,17,2021-03-16 03:19:08,True,2023-07-31 07:42:34,1,0,0
20146935,15,2022-10-03 00:55:26,True,2023-02-24 23:10:04,5,0,0
1919720,11,2012-12-20 13:25:51,True,2023-07-25 17:56:04,1,0,0
16140334,11,2021-06-05 18:26:02,True,2023-08-12 11:09:01,3,1,0
16432658,11,2021-07-12 10:53:41,True,2023-08-12 10:33:07,2,1,0
20165266,11,2022-10-05 04:35:04,True,2023-08-11 08:05:14,3,0,0
20843110,11,2022-12-22 17:04:01,False,2022-12-22 17:04:01,1,0,0
20929942,11,2023-01-04 12:43:05,False,2023-05-15 05:55:40,1,0,0
21124158,11,2023-02-01 04:09:16,False,2023-03-28 02:34:30,1,0,0
21222626,11,2023-02-15 16:57:27,False,2023-02-16 15:32:17,1,0,0
21255261,11,2023-02-21 00:08:42,False,2023-08-13 08:26:04,0,0,0
21756635,11,2023-04-27 12:08:04,False,2023-07-03 07:22:37,2,0,0
9865435,3,2018-05-29 11:57:58,True,2023-04-06 06:19:29,3,0,0
7768114,1,2017-03-25 21:51:30,True,2023-06-02 00:48:36,0,0,0
9322485,1,2018-02-06 09:11:30,True,2023-03-24 14:08:07,1,0,0
11578703,1,2019-05-30 10:32:42,True,2023-08-05 04:11:13,0,0,0
15988940,1,2021-05-21 01:53:50,True,2023-04-17 05:49:32,1,0,0
16339073,1,2021-06-28 23:44:22,True,2023-07-29 05:44:58,0,0,0
19334941,1,2022-06-14 02:13:34,True,2023-08-11 06:56:58,1,0,0
20162478,1,2022-10-04 18:42:10,True,2023-08-08 11:25:23,4,0,0
20602864,1,2022-11-25 17:12:41,True,2023-08-11 06:08:16,0,0,0
20661581,1,2022-12-01 20:24:34,False,2022-12-01 20:24:34,0,0,0
20670129,1,2022-12-02 16:10:56,False,2022-12-27 17:59:23,1,0,0
20864989,1,2022-12-26 08:32:30,False,2023-01-03 12:00:54,1,0,0
21075374,1,2023-01-24 14:49:34,False,2023-03-09 15:35:29,0,0,0
21103981,1,2023-01-29 05:46:48,False,2023-02-28 08:32:23,1,0,0
21261388,1,2023-02-21 17:33:33,False,2023-08-11 04:50:01,2,0,0
21267896,1,2023-02-22 13:52:16,False,2023-02-25 22:07:18,3,0,0
21344865,1,2023-03-06 15:12:46,False,2023-05-12 12:42:51,1,0,0
21411547,1,2023-03-16 08:22:35,False,2023-08-09 09:54:57,2,0,0
21516465,1,2023-03-29 03:31:03,False,2023-07-18 12:04:45,0,0,0
21530618,1,2023-03-30 15:52:14,False,2023-06-18 18:56:28,3,0,0
613064,28552,2010-12-22 10:07:07,True,2023-08-13 07:13:42,64,42,1
4138801,11533,2014-10-13 15:09:02,True,2023-08-13 06:04:53,79,40,5
4323935,10591,2014-12-04 05:16:53,True,2023-08-11 11:13:26,71,40,3
2309376,8210,2013-04-22 20:55:36,True,2023-08-13 07:10:40,40,32,11
8343843,8037,2017-07-21 06:28:26,True,2023-08-10 16:06:50,27,11,2
9517769,7645,2018-03-19 11:37:05,True,2023-08-13 06:27:35,60,23,6
1472186,6238,2012-06-21 09:04:06,True,2023-08-12 03:25:18,58,40,3
987345,6042,2011-10-10 04:50:41,True,2023-07-20 04:38:52,27,19,4
9435771,5789,2018-03-02 14:28:35,True,2023-08-13 00:04:37,20,7,1
157601,4757,2009-08-17 04:16:54,True,2023-08-11 07:33:44,37,32,1
7653073,4477,2017-03-03 06:01:03,True,2023-07-21 04:09:05,30,14,2
1716583,3058,2012-10-03 05:14:51,True,2023-08-11 09:31:57,41,25,1
1633757,2773,2012-08-29 12:11:40,True,2023-08-07 14:53:37,44,20,3
3126323,2552,2013-12-21 19:45:47,True,2023-07-28 10:49:48,24,13,2
2534472,2419,2013-06-29 07:05:18,True,2023-05-23 12:05:06,24,17,0
5980256,2084,2016-02-25 06:52:03,True,2023-08-13 01:56:01,19,15,2
17472988,1582,2021-11-21 13:21:35,True,2023-08-11 02:08:07,18,6,3
1635906,1539,2012-08-30 07:42:57,True,2023-08-04 08:16:08,33,12,1
290122,1455,2010-03-09 19:50:30,True,2023-05-23 11:03:32,24,10,1
3572950,1356,2014-04-25 08:40:10,True,2023-08-11 09:25:59,33,13,1
5615778,1282,2015-11-28 12:37:27,True,2023-08-10 00:24:54,24,15,5
6240681,1264,2016-04-22 08:28:18,True,2023-08-01 08:16:08,12,8,1
3770260,1107,2014-06-24 04:10:58,True,2023-08-12 01:56:59,32,9,0
2089677,993,2013-02-19 23:06:54,True,2023-08-11 09:31:35,22,9,0
8021263,916,2017-05-16 13:46:34,True,2023-07-16 07:50:44,13,10,0
2286422,896,2013-04-16 08:28:19,True,2023-08-05 11:52:58,21,11,0
10915949,847,2019-01-15 03:51:05,True,2023-08-13 09:31:46,27,13,1
5540273,773,2015-11-08 16:11:14,True,2023-07-29 01:36:23,11,8,0
2206934,771,2013-03-25 05:28:01,True,2023-07-25 10:37:05,20,8,2
4102907,601,2014-10-02 11:05:44,True,2023-07-27 17:45:13,15,9,1
20238030,569,2022-10-14 02:40:31,True,2023-08-13 00:44:12,6,2,2
7874262,546,2017-04-16 07:01:07,True,2023-08-13 07:41:34,9,3,0
1422425,528,2012-05-28 16:39:18,True,2023-08-04 16:30:15,11,5,0
2507826,494,2013-06-21 02:13:50,True,2023-07-28 09:30:56,7,3,0
4024280,469,2014-09-09 15:36:17,True,2023-05-31 03:33:51,9,4,1
4417425,367,2015-01-04 09:27:02,True,2023-03-14 06:32:11,15,6,2
9829398,367,2018-05-22 11:00:05,True,2023-08-10 17:08:49,17,3,0
9294638,364,2018-01-31 08:12:03,True,2023-08-10 10:07:05,7,1,0
1836520,363,2012-11-19 12:20:04,True,2023-08-13 06:21:24,14,2,0
2581549,289,2013-07-14 15:43:51,True,2023-08-03 04:16:59,7,1,0
11370666,257,2019-04-16 16:38:16,True,2023-08-08 11:59:18,10,3,0
17258654,257,2021-10-27 03:59:28,True,2023-04-05 13:14:41,8,1,0
4238935,256,2014-11-11 04:28:24,True,2023-07-28 05:17:57,13,3,1
19051290,151,2022-05-06 05:02:12,True,2023-08-11 15:34:06,17,2,1
12554952,136,2019-12-17 16:50:42,True,2023-08-11 15:53:06,5,0,0
8786531,116,2017-10-16 16:11:52,True,2023-08-12 16:05:43,6,0,0
